changed_comp,multiplier,b6,T100,T365,T10000,logT10000,M10000,NK10000,CTL10000,B10000,t_to_1e5,t_to_1e6,t_to_1e5_plot,t_to_1e6_plot,auc_0_365,auc_0_1000,final_state
CTL,2.0,9.183667537427913e-7,1318.2490003422063,1463.4540902086483,1463.852445132268,3.1657938803268277,573.1926135223389,218314.49210000638,456.0654484702143,129333.94316611331,NaN,NaN,10000.0,10000.0,466654.7851267702,1.3961831105560688e6,intermediate
CTL,2.0,9.641442563133607e-7,1205.3341003038681,1315.5413827640764,1315.7232822669787,3.1194945148163105,565.786154807119,219327.72502027414,415.91688189280165,130584.80966203901,NaN,NaN,10000.0,10000.0,423040.22173862223,1.2585169711765342e6,intermediate
CTL,2.0,1.0122036138542432e-6,1099.2057077991112,1182.9257715973793,1183.010310505038,3.0733554842922617,559.1505098222597,220243.5320912231,378.9270540519603,131726.22738149992,NaN,NaN,10000.0,10000.0,383150.8151690355,1.1343591086922667e6,intermediate
CTL,2.0,1.0626585691826105e-6,999.6731247730029,1063.2478955196746,1063.2877374654179,3.0270590583158645,553.1643818295274,221076.28514316154,344.70560230435177,132773.17666669202,NaN,NaN,10000.0,10000.0,346556.7792333342,1.0217430296723162e6,intermediate
CTL,2.0,1.1156285348135952e-6,906.5382476015277,954.7473520628304,954.7662698122364,2.980351699659452,547.7383074402941,221836.58639457572,312.9678510681172,133736.65690484238,NaN,NaN,10000.0,10000.0,312919.5739815377,919195.5095693239,controlled
CTL,2.0,1.1712388755757056e-6,819.596702070831,856.0713656660599,856.0804226457901,2.9330215751000632,542.8040182087265,222532.53537344982,283.49867541516653,134625.03621164683,NaN,NaN,10000.0,10000.0,281966.4106214012,825577.1836548983,controlled
CTL,2.0,1.229621205313694e-6,738.6388503054158,766.1529171724413,766.1572396023091,2.884884387798813,538.3078555536298,223170.5016583443,256.1302617183667,135444.87185054016,NaN,NaN,10000.0,10000.0,253472.8127527232,739982.5451932858,controlled
CTL,2.0,1.2909136983810517e-6,663.4506682820152,684.1302559736313,684.1323552339057,2.835774477470845,534.2066107524614,223755.63331651606,230.72751779165455,136201.4573829872,NaN,NaN,10000.0,10000.0,227250.3468634879,661674.3313919173,controlled
CTL,2.0,1.3552614166593774e-6,593.8144940317648,609.2920691430652,609.2930902465486,2.7855384528915708,530.4646539043147,224292.1897420261,207.17832316980974,136899.17626077152,NaN,NaN,10000.0,10000.0,203137.77591018772,590038.8559165488,controlled
CTL,2.0,1.4228166528785383e-6,529.5096597138621,541.0390945981527,541.0395941996362,2.7340310114726365,527.0519794940843,224783.77851392422,185.3865793526693,137541.75822731247,NaN,NaN,10000.0,10000.0,180994.54938590154,524554.6731171458,controlled
CTL,2.0,1.4937392910502137e-6,470.31302837167834,478.8566231375171,478.85686009070855,2.6811117079097033,523.9428417200213,225233.52309057946,165.2673511992762,138132.45996332282,NaN,NaN,10000.0,10000.0,160695.9291963967,464770.02807324537,controlled
CTL,2.0,1.568197184867829e-6,415.9994468648529,422.29439691731216,422.29450474970866,2.6266426304575456,521.1147232016069,225644.18387738237,146.7432559744757,138674.19539194167,NaN,NaN,10000.0,10000.0,142129.28991762997,410286.30104128283,controlled
CTL,2.0,1.646366554968472e-6,366.34213513662155,370.9516809251401,370.9517199895361,2.5704865713257217,518.5475788652898,226018.2475723256,129.74183539074335,139169.6313387844,NaN,NaN,10000.0,10000.0,125191.28218365724,360745.6346904145,controlled
CTL,2.0,1.7284324059969565e-6,321.113038741301,324.46605184723074,324.4660669742737,2.512505715810401,516.2232998316153,226357.99665486845,114.1935951089806,139621.2631541765,NaN,NaN,10000.0,10000.0,109785.64496018247,315821.6011111052,controlled
CTL,2.0,1.8145889644591558e-6,280.083160002428,282.50484017167554,282.50482510761645,2.452560454762541,514.125234634085,226665.55611996332,100.03059636808133,140031.4616588019,NaN,NaN,10000.0,10000.0,95821.51680129053,275212.0875251906,controlled
CTL,2.0,1.9050401384008434e-6,243.0228985670659,244.75865409810632,244.7586242744232,2.3905087672328516,512.2379227852995,226942.93622415984,87.18540786076557,140402.52041183723,NaN,NaN,10000.0,10000.0,83212.1397264971,238633.87365763306,controlled
CTL,2.0,2.0000000000000003e-6,209.70242006456087,210.93644602179992,210.93643281641067,2.3262056202835373,510.5468201056171,227192.0587305163,75.5904216105312,140736.68047489412,NaN,NaN,10000.0,10000.0,71873.87852706994,205818.5143632356,controlled
CTL,5.0,3.000000000000001e-7,5986.416825809101,9.746109486954423e6,9.746112134521276e6,6.988831448437963,487331.1356422071,716.6844619916907,15.762164034587169,205.1161309446767,185.0,200.0,185.0,200.0,1.4971273124908168e9,7.685908489547052e9,tumor_dominant
CTL,5.0,3.14953993832204e-7,5705.521563546924,9.745801090607798e6,9.745805328747911e6,6.988817776715724,487315.825211048,716.7069312196357,15.76265749797088,205.12257222428957,190.0,205.0,190.0,205.0,1.448977186805855e9,7.637563525152786e9,tumor_dominant
CTL,5.0,3.306533941028525e-7,5430.210426514426,9.745476038140634e6,9.745483219120955e6,6.988803422567832,487299.7510755285,716.7305227582141,15.763175100685205,205.12933565346916,195.0,210.0,195.0,210.0,1.3950047447312036e9,7.583386511930412e9,tumor_dominant
CTL,5.0,3.471353568228903e-7,5160.850248596559,9.745132024559163e6,9.745145041708449e6,6.988788351881845,487282.87511324126,716.7552927857935,15.76371857893603,205.1364369270613,200.0,215.0,200.0,215.0,1.3341137761581545e9,7.5222807381583e9,tumor_dominant
CTL,5.0,3.644388901057883e-7,4897.779467292944,9.744764402022747e6,9.74478999438777e6,6.98877252883512,487265.1572959435,716.7813003051228,15.764289210717603,205.14389297444322,210.0,225.0,210.0,225.0,1.264902278453885e9,7.452843650637801e9,tumor_dominant
CTL,5.0,3.8260494648864557e-7,4641.306579848935,9.744361682720836e6,9.744417234930538e6,6.98875591580855,487246.5555939878,716.8086072865883,15.76488822834595,205.15172166358488,215.0,230.0,215.0,230.0,1.1855450079710171e9,7.373249356802387e9,tumor_dominant
CTL,5.0,4.0167651985518443e-7,4391.708992241686,9.743889552916298e6,9.744025878990902e6,6.988738473295915,487227.0258759288,716.837278818865,15.765516997988817,205.15994170476333,225.0,240.0,225.0,240.0,1.0936126654897397e9,7.281067637540614e9,tumor_dominant
CTL,5.0,4.2169874719003627e-7,4149.2321330845,9.7432243520195e6,9.743614997992236e6,6.988720159808584,487206.52180306386,716.8673832673621,15.766177695396046,205.1685721560015,235.0,250.0,235.0,250.0,9.857917353489954e8,7.172983071882294e9,tumor_dominant
CTL,5.0,4.427190154051293e-7,3914.0889360052065,9.74181572028171e6,9.74318361690717e6,6.988700931775355,487184.9947186423,716.8989924408706,15.766871016101673,205.17763430859088,250.0,265.0,250.0,265.0,8.574257416687266e8,7.044332674922592e9,tumor_dominant
CTL,5.0,4.6478707349102155e-7,3686.4596659370086,9.736476923324881e6,9.742730711925186e6,6.9886807434371505,487162.3935314769,716.9321817668625,15.767599232562484,205.18714929227409,265.0,280.0,265.0,280.0,7.017459225520787e8,6.888312872881269e9,tumor_dominant
CTL,5.0,4.879551502585967e-7,3466.49210302191,9.70099437027368e6,9.74225520800243e6,6.9886595467363195,487138.6645936645,716.9670304759014,15.768364143829535,205.1971397806873,285.0,300.0,285.0,300.0,5.0863915808643746e8,6.694528435616785e9,tumor_dominant
CTL,5.0,5.122780779497939e-7,3254.3019875608193,9.287039326095687e6,9.741755976287443e6,6.988637291200255,487113.7515721168,717.0036217956713,15.76916651000575,205.20763047119948,310.0,325.0,310.0,325.0,2.650454149020916e8,6.446130458622697e9,tumor_dominant
CTL,5.0,5.378134220099089e-7,3049.9737682809778,2.9876852648889455e6,9.741231831416173e6,6.988613923819004,487087.59531358216,717.0420431551161,15.770009799137709,205.21864520739658,345.0,360.0,345.0,360.0,2.332234237688508e7,6.113563977136602e9,tumor_dominant
CTL,5.0,5.646216173286177e-7,2853.5616238205926,19906.798584683118,9.740681528670382e6,6.9885893889166075,487060.1337028221,717.0823863992857,15.77089497390225,205.23021115162194,395.0,410.0,395.0,410.0,1.8284494022940712e6,5.63887488275524e9,tumor_dominant
CTL,5.0,5.927661112721535e-7,2665.0907520769542,7079.353334135904,9.740103760991259e6,6.988563628015756,487031.30151358974,717.1247480154321,15.771824509688765,205.2423556832943,470.0,485.0,470.0,485.0,1.3352294685052154e6,4.887253279095674e9,tumor_dominant
CTL,5.0,6.223135138451644e-7,2484.558736975429,4692.170112068169,9.73949715584179e6,6.988536579695488,487001.0302520396,717.1692293709989,15.772799796977544,205.25510852483683,620.0,635.0,620.0,635.0,1.1154680100264375e6,3.434003158773119e9,tumor_dominant
CTL,5.0,6.533337553376234e-7,2311.937186909815,3661.3756357544607,9.73886027190909e6,6.988508179441482,486969.24799217394,717.2159369641603,15.773825081860862,205.26849870588669,1145.0,1160.0,1145.0,1160.0,970077.5813206013,3.8752068000630164e6,tumor_dominant
CTL,5.0,6.859002518299215e-7,2147.173450937357,3050.904084549431,3203.1233012706016,3.5057092202808273,660.1561110365927,207081.8338248642,849.8083174719244,116258.16112838943,NaN,NaN,10000.0,10000.0,859533.1767472624,2.8695076641681185e6,intermediate
CTL,5.0,7.200900789478258e-7,1990.1924549530713,2626.2648201294332,2665.1545611035785,3.4258853225304633,633.2577071917033,210430.70203616808,741.8657171849051,120011.04837479275,NaN,NaN,10000.0,10000.0,769445.074486131,2.458011992275345e6,intermediate
CTL,5.0,7.559841542785492e-7,1840.898503119103,2302.105606486602,2315.2639580718146,3.3647880494431126,615.7631565149055,212667.5304231907,665.4152298892808,122584.7244259825,NaN,NaN,10000.0,10000.0,692993.9646271173,2.162189857796617e6,intermediate
CTL,5.0,7.936674288796335e-7,1699.1771802154537,2039.924137307525,2044.9601260980537,3.3108971654541803,602.247987007634,214428.39793234845,602.6949711640193,124649.84399830039,NaN,NaN,10000.0,10000.0,626416.4407716364,1.9246465327852573e6,intermediate
CTL,5.0,8.33229088333924e-7,1564.897192042953,1819.7059933324178,1821.7780321065256,3.2607337858790277,591.0888850452721,215904.42470080464,548.3532989539585,126408.13488919339,NaN,NaN,10000.0,10000.0,567416.6033132932,1.7241309319036154e6,intermediate
CTL,5.0,8.747627638264501e-7,1437.9121899838492,1629.93445782384,1630.8285468620181,3.212674526315306,581.5414239633877,217183.5082535605,499.9307249807627,127952.34787516833,NaN,NaN,10000.0,10000.0,514490.2453629946,1.5500220943996648e6,intermediate
CTL,5.0,9.183667537427913e-7,1318.0625014661175,1463.4535880864273,1463.8524517417682,3.16579388228639,573.1926129661392,218314.4921125514,456.0654464396875,129333.94319691737,NaN,NaN,10000.0,10000.0,466597.54491535196,1.3961258477752733e6,intermediate
CTL,5.0,9.641442563133607e-7,1205.1767777841578,1315.541126037051,1315.723226614397,3.119494496460434,565.7861459542379,219327.7242341191,415.9168871797197,130584.80835659467,NaN,NaN,10000.0,10000.0,422988.7832884494,1.2584655216730793e6,intermediate
CTL,5.0,1.0122036138542432e-6,1099.073519660743,1182.9256387248095,1183.0103006155614,3.0733554806648056,559.1505101843416,220243.53204526744,378.92705686055103,131726.22729205247,NaN,NaN,10000.0,10000.0,383104.540566962,1.1343128294507442e6,intermediate
CTL,5.0,1.0626585691826105e-6,999.562497338504,1063.2478268726152,1063.2877327643941,3.0270590563975595,553.1643816912876,221076.28510446046,344.7056034378256,132773.17659762505,NaN,NaN,10000.0,10000.0,346515.13700108323,1.0217013849431627e6,intermediate
CTL,5.0,1.1156285348135952e-6,906.4460318401105,954.7473161530528,954.7662602890525,2.980351695332174,547.7383074524893,221836.58632867737,312.9678537294157,133736.65678310953,NaN,NaN,10000.0,10000.0,312882.1114162159,919158.0456316902,controlled
CTL,5.0,1.1712388755757056e-6,819.5201397672239,856.0713479223488,856.0804389329387,2.933021583352986,542.8040166292599,222532.5354088072,283.4986694908266,134625.03630119856,NaN,NaN,10000.0,10000.0,281932.73517379974,825543.5076306827,controlled
CTL,5.0,1.229621205313694e-6,738.5755382619309,766.1529085988226,766.1572596378243,2.884884399141095,538.3078587410212,223170.50197769064,256.13025782804294,135444.8723947232,NaN,NaN,10000.0,10000.0,253442.5790894017,739952.31104508,controlled
CTL,5.0,1.2909136983810517e-6,663.398522390285,684.1302518305074,684.1323585639784,2.8357744795817252,534.206614680578,223755.6335531041,230.7275193320109,136201.4577625489,NaN,NaN,10000.0,10000.0,227223.24723050697,661647.2312623872,controlled
CTL,5.0,1.3552614166593774e-6,593.7717155718411,609.2920661824032,609.293126716739,2.7855384788443502,530.464660265346,224292.1903815572,207.17831494462612,136899.1773568834,NaN,NaN,10000.0,10000.0,203113.53339761222,590014.613514235,controlled
CTL,5.0,1.4228166528785383e-6,529.474704636558,541.0390923993621,541.0396156200258,2.734031028635141,527.0519820281114,224783.77883221555,185.38657335021495,137541.75878468307,NaN,NaN,10000.0,10000.0,180972.9125732509,524533.0362394009,controlled
CTL,5.0,1.4937392910502137e-6,470.2845780866046,478.8566202564588,478.85684997994855,2.681111698758959,523.942836956907,225233.5227384059,165.26735225750033,138132.45937759036,NaN,NaN,10000.0,10000.0,160676.6684161894,464750.76746480603,controlled
CTL,5.0,1.568197184867829e-6,415.97638047850654,422.29439394140286,422.2945048822254,2.6266426305935062,521.1147232371507,225644.18388056918,146.7432559422841,138674.1953973819,NaN,NaN,10000.0,10000.0,142112.19404204795,410269.20523981226,controlled
CTL,5.0,1.646366554968472e-6,366.32350544392966,370.9516838563893,370.95173460536193,2.570486588391303,518.547584804129,226018.24804559644,129.74183243815287,139169.63213707358,NaN,NaN,10000.0,10000.0,125176.15643859089,360730.5089666495,controlled
CTL,5.0,1.7284324059969565e-6,321.09804892457635,324.46605593786603,324.4660705763493,2.512505720616929,516.2233016471436,226357.99679381086,114.19359442783934,139621.26338772415,NaN,NaN,10000.0,10000.0,109772.30894262843,315808.2650732235,controlled
CTL,5.0,1.8145889644591558e-6,280.0711434155698,282.50483276280767,282.5048305357837,2.4525604630778246,514.1252379274509,226665.5563652119,100.03059538654054,140031.46207017827,NaN,NaN,10000.0,10000.0,95809.80314824675,275200.3739449554,controlled
CTL,5.0,1.9050401384008434e-6,243.01330046269317,244.75863407041,244.75862841203016,2.3905087745446596,512.2379257685425,226942.93644178146,87.18540713712368,140402.52077635482,NaN,NaN,10000.0,10000.0,83201.89296755995,238623.6269569517,controlled
CTL,5.0,2.0000000000000003e-6,209.69478075296544,210.93643211628452,210.9364321481089,2.3262056189140714,510.5468195364762,227192.05868967334,75.59042172442591,140736.6804065519,NaN,NaN,10000.0,10000.0,71864.95415788132,205809.59001048785,controlled
CTL,10.0,3.000000000000001e-7,5980.689971257577,9.746109470015844e6,9.74611213452127e6,6.988831448437963,487331.1356422071,716.6844619916906,15.762164198776953,205.11613081101922,185.0,200.0,185.0,200.0,1.4964737138039782e9,7.6852548906787405e9,tumor_dominant
CTL,10.0,3.14953993832204e-7,5700.292402776938,9.745801063285042e6,9.745805328747915e6,6.988817776715724,487315.825211048,716.7069312196355,15.762657364833611,205.12257233192744,190.0,205.0,190.0,205.0,1.448318610845786e9,7.636904948899978e9,tumor_dominant
CTL,10.0,3.306533941028525e-7,5425.449599956115,9.745475991475914e6,9.745483219120959e6,6.988803422567832,487299.7510755285,716.730522758214,15.763174986744426,205.1293357455397,195.0,210.0,195.0,210.0,1.394340885599372e9,7.582722652298595e9,tumor_dominant
CTL,10.0,3.471353568228903e-7,5156.528653773022,9.745131939252602e6,9.74514504170845e6,6.988788351881845,487282.87511324126,716.7552927857929,15.763718506358405,205.136436985448,200.0,215.0,200.0,215.0,1.3334442969985886e9,7.521611258084638e9,tumor_dominant
CTL,10.0,3.644388901057883e-7,4893.8683810019365,9.744764232810464e6,9.74478999438777e6,6.98877252883512,487265.1572959435,716.7813003051235,15.764289211608691,205.14389297373546,210.0,225.0,210.0,225.0,1.2642268204951482e9,7.452168190865769e9,tumor_dominant
CTL,10.0,3.8260494648864557e-7,4637.777844078061,9.744361311964879e6,9.74441723493054e6,6.98875591580855,487246.5555939878,716.8086072865884,15.764888191723148,205.15172169284287,215.0,230.0,215.0,230.0,1.184863200956189e9,7.372567545814169e9,tumor_dominant
CTL,10.0,4.0167651985518443e-7,4388.535133669208,9.743888634051373e6,9.744025878990903e6,6.988738473295915,487227.0258759288,716.8372788188652,15.765516988292742,205.15994171238603,225.0,240.0,225.0,240.0,1.092924099805983e9,7.280379062008665e9,tumor_dominant
CTL,10.0,4.2169874719003627e-7,4146.386482635255,9.743221691450553e6,9.743614997992234e6,6.988720159808584,487206.52180306386,716.8673832673621,15.766177733651343,205.16857212560038,235.0,250.0,235.0,250.0,9.85095968485615e8,7.172287276501015e9,tumor_dominant
CTL,10.0,4.427190154051293e-7,3911.545740980764,9.741806301420769e6,9.743183616907164e6,6.988700931775355,487184.9947186423,716.8989924408705,15.766871142453839,205.17763420831238,250.0,265.0,250.0,265.0,8.567223638014328e8,7.043629196084704e9,tumor_dominant
CTL,10.0,4.6478707349102155e-7,3684.1941892261752,9.736433369381614e6,9.742730711925177e6,6.9886807434371505,487162.3935314769,716.9321817668625,15.76759941992828,205.18714914456416,265.0,280.0,265.0,280.0,7.010346967944136e8,6.887601180083478e9,tumor_dominant
CTL,10.0,4.879551502585967e-7,3464.4806823543868,9.700703968792355e6,9.742255208002456e6,6.988659546736321,487138.6645936645,716.9670304759019,15.768363665223326,205.19714015764336,285.0,300.0,285.0,300.0,5.079218132282338e8,6.693807971410488e9,tumor_dominant
CTL,10.0,5.122780779497939e-7,3252.5221157603773,9.28386821782588e6,9.741755976287419e6,6.988637291200254,487113.7515721168,717.0036217956714,15.769166900114179,205.2076301640689,310.0,325.0,310.0,325.0,2.6435035052531347e8,6.445400610357199e9,tumor_dominant
CTL,10.0,5.378134220099089e-7,3048.4041487864806,2.963577529170773e6,9.74123183141616e6,6.988613923819004,487087.59531358216,717.0420431551162,15.770010012571184,205.2186450401408,345.0,360.0,345.0,360.0,2.309510256417983e7,6.112824092508484e9,tumor_dominant
CTL,10.0,5.646216173286177e-7,2852.182211891881,19857.426488735066,9.740681528670369e6,6.988589388916607,487060.1337028221,717.0823863992861,15.77089515215568,205.2302110119958,395.0,410.0,395.0,410.0,1.8269598103956936e6,5.638124234553674e9,tumor_dominant
CTL,10.0,5.927661112721535e-7,2663.8827200101478,7076.00830863365,9.740103760991272e6,6.988563628015757,487031.30151358974,717.1247480154316,15.771824308207737,205.24235584137978,470.0,485.0,470.0,485.0,1.3347245549346907e6,4.886491085986326e9,tumor_dominant
CTL,10.0,6.223135138451644e-7,2483.504533245141,4691.467405299789,9.739497155841732e6,6.988536579695485,487001.0302520396,717.1692293710003,15.77280052445917,205.2551079473546,620.0,635.0,620.0,635.0,1.1151433197168603e6,3.4332285729826493e9,tumor_dominant
CTL,10.0,6.533337553376234e-7,2311.0205239614656,3661.1587219995795,9.738860271909071e6,6.988508179441481,486969.24799217394,717.2159369641608,15.773825283983436,205.26849853654772,1145.0,1160.0,1145.0,1160.0,969829.1895287894,3.8747279268911183e6,tumor_dominant
CTL,10.0,6.859002518299215e-7,2146.3792921896593,3050.8233215044115,3203.123276776422,3.505709216960828,660.1561098422695,207081.83366768487,849.8083192104671,116258.16086790855,NaN,NaN,10000.0,10000.0,859328.9877116486,2.869291191938052e6,intermediate
CTL,10.0,7.200900789478258e-7,1989.506955881672,2626.2312953412043,2665.1545180224352,3.425885315512902,633.2577069907668,210430.7018240321,741.8657237125572,120011.04800053207,NaN,NaN,10000.0,10000.0,769270.9815732113,2.457834635883916e6,intermediate
CTL,10.0,7.559841542785492e-7,1840.308995052247,2302.090706604703,2315.264019361359,3.364788060934769,615.7631612336475,212667.5309441177,665.4152248012462,122584.7252904648,NaN,NaN,10000.0,10000.0,692842.4043027959,2.1620371680636886e6,intermediate
CTL,10.0,7.936674288796335e-7,1698.6721242870499,2039.9171634071581,2044.9601013149772,3.3108971601934942,602.24797970194,214428.3974633674,602.6949676960592,124649.8432595505,NaN,NaN,10000.0,10000.0,626282.7977530885,1.9245124477735588e6,intermediate
CTL,10.0,8.33229088333924e-7,1564.4661341827243,1819.7026300163343,1821.7780139848328,3.2607337815613593,591.0888911481112,215904.42488873895,548.3533090391596,126408.13514136124,NaN,NaN,10000.0,10000.0,567297.7917585876,1.724011934679007e6,intermediate
CTL,10.0,8.747627638264501e-7,1437.545704206902,1629.9327971878874,1630.8285428523752,3.2126745252481803,581.541415051378,217183.5078024826,499.93071689510043,127952.34718593508,NaN,NaN,10000.0,10000.0,514384.0570863558,1.5499158243007944e6,intermediate
CTL,10.0,9.183667537427913e-7,1317.7521258232869,1463.4527526071968,1463.852462359494,3.1657938854342973,573.1926091391803,218314.49198954884,456.06544037639884,129333.94302848226,NaN,NaN,10000.0,10000.0,466502.31538352225,1.39603058082862e6,intermediate
CTL,10.0,9.641442563133607e-7,1204.9149465888079,1315.5406995568867,1315.7232337456744,3.1194944988125415,565.7861447360577,219327.7242182954,415.91688436427756,130584.80834542001,NaN,NaN,10000.0,10000.0,422903.2050982313,1.2583799261247157e6,intermediate
CTL,10.0,1.0122036138542432e-6,1098.8535083984445,1182.9254201142173,1183.0103068218975,3.0733554829412872,559.1505090294653,220243.53202747952,378.9270542959952,131726.22727642488,NaN,NaN,10000.0,10000.0,383027.55283485603,1.134235832722988e6,intermediate
CTL,10.0,1.0626585691826105e-6,999.3783590004114,1063.2477129967033,1063.2876973637642,3.027059041951937,553.1643766194727,221076.28460759303,344.70560866058486,132773.17575982312,NaN,NaN,10000.0,10000.0,346445.85559469095,1.0216320996244914e6,intermediate
CTL,10.0,1.1156285348135952e-6,906.2925312390671,954.7472563578572,954.7662691986035,2.9803516993806207,547.7383057976006,221836.58630544678,312.9678499566969,133736.65676513503,NaN,NaN,10000.0,10000.0,312819.78344364173,919095.7158180217,controlled
CTL,10.0,1.1712388755757056e-6,819.3926891405148,856.0713153669517,856.0804284200782,2.9330215780259743,542.8040196751208,222532.53549200206,283.4986748153429,134625.03640878655,NaN,NaN,10000.0,10000.0,281876.7077942223,825487.4791097869,controlled
CTL,10.0,1.229621205313694e-6,738.4701393569874,766.1528905575029,766.157230098096,2.8848843824183943,538.3078555104253,223170.5015846707,256.13026459419063,135444.8717142717,NaN,NaN,10000.0,10000.0,253392.27776028393,739902.0092810974,controlled
CTL,10.0,1.2909136983810517e-6,663.3117077216109,684.1302426625545,684.1323417439542,2.8357744689197797,534.20660987061,223755.63316419488,230.72752152382452,136201.4571126435,NaN,NaN,10000.0,10000.0,227178.1600969175,661602.1441515257,controlled
CTL,10.0,1.3552614166593774e-6,593.7004924139002,609.2920621236537,609.2930879123649,2.7855384512305275,530.4646537099767,224292.18971264272,207.17832382950075,136899.17620883678,NaN,NaN,10000.0,10000.0,203073.19971544726,589974.2794764388,controlled
CTL,10.0,1.4228166528785383e-6,529.4165040363293,541.0390905220156,541.0395944550625,2.73403101167729,527.0519795312654,224783.77851810225,185.38657928520053,137541.75823456413,NaN,NaN,10000.0,10000.0,180936.91418388215,524497.0378166642,controlled
CTL,10.0,1.4937392910502137e-6,470.2372053317578,478.856620896349,478.85685896861753,2.681111706894155,523.942841357677,225233.52306072944,165.2673514088891,138132.4599129824,NaN,NaN,10000.0,10000.0,160644.6231230945,464718.7217048134,controlled
CTL,10.0,1.568197184867829e-6,415.93797064853396,422.2943959916525,422.2944965654081,2.6266426220605634,521.1147210068885,225644.18368060034,146.7432579625072,138674.19505600526,NaN,NaN,10000.0,10000.0,142083.75068503094,410240.76182738744,controlled
CTL,10.0,1.646366554968472e-6,366.2924819314191,370.9516856258396,370.9517351977867,2.5704865890830244,518.547585044851,226018.24806477968,129.74183231847496,139169.63216943078,NaN,NaN,10000.0,10000.0,125150.99090516957,360705.34328642185,controlled
CTL,10.0,1.7284324059969565e-6,321.0730854981659,324.4660511783635,324.4660704792439,2.5125057204873533,516.2233015982013,226357.99679006514,114.19359444620156,139621.26338142817,NaN,NaN,10000.0,10000.0,109750.12116405643,315786.0772953603,controlled
CTL,10.0,1.8145889644591558e-6,280.05113057490047,282.5048253596629,282.50483394825847,2.4525604683053155,514.1252399978713,226665.5565193906,100.03059476948138,140031.4623287955,NaN,NaN,10000.0,10000.0,95790.31472160836,275180.8855614406,controlled
CTL,10.0,1.9050401384008434e-6,242.9973144925,244.7586303532624,244.75863310260027,2.3905087828336407,512.2379291504906,226942.93668848745,87.18540631676993,140402.52118958873,NaN,NaN,10000.0,10000.0,83184.84520679733,238606.57926655316,controlled
CTL,10.0,2.0000000000000003e-6,209.6820567548375,210.9364313542662,210.93642543006342,2.3262056051476314,510.54681381521675,227192.0582791025,75.5904228693464,140736.67971954664,NaN,NaN,10000.0,10000.0,71850.10656589537,205794.7424470008,controlled
B,0.1,3.000000000000001e-7,6256.595772134931,9.746110157540465e6,9.746112134521263e6,6.988831448437962,487331.1356422071,716.6844619916913,15.762164512595742,205.11613055552843,180.0,195.0,180.0,195.0,1.5270593048714263e9,7.715840489111971e9,tumor_dominant
B,0.1,3.14953993832204e-7,5964.804021426857,9.745802219232049e6,9.745805328747911e6,6.988817776715724,487315.825211048,716.7069312196359,15.762657485127452,205.12257223461435,185.0,200.0,185.0,200.0,1.4807125107297199e9,7.669298861168856e9,tumor_dominant
B,0.1,3.306533941028525e-7,5678.32830798159,9.745478049007084e6,9.745483219120963e6,6.988803422567832,487299.7510755285,716.7305227582136,15.763174901856122,205.12933581400554,190.0,205.0,190.0,205.0,1.4286763720434105e9,7.617058160788588e9,tumor_dominant
B,0.1,3.471353568228903e-7,5397.595784792134,9.74513585807379e6,9.745145041708454e6,6.988788351881846,487282.87511324126,716.7552927857931,15.763718438536436,205.13643703999227,195.0,210.0,195.0,210.0,1.3698672973351533e9,7.558034300413145e9,tumor_dominant
B,0.1,3.644388901057883e-7,5123.006275477156,9.744772329365604e6,9.744789994387772e6,6.98877252883512,487265.1572959435,716.7813003051232,15.7642892006196,205.1438929824926,205.0,220.0,205.0,220.0,1.3028978591301847e9,7.490839316264905e9,tumor_dominant
B,0.1,3.8260494648864557e-7,4854.930049443928,9.744379783840977e6,9.744417234930538e6,6.98875591580855,487246.5555939878,716.8086072865879,15.764888229233446,205.15172166280198,210.0,225.0,210.0,225.0,1.2259587989293158e9,7.413663341749344e9,tumor_dominant
B,0.1,4.0167651985518443e-7,4593.705901941581,9.743936285180256e6,9.744025878990896e6,6.988738473295915,487227.0258759288,716.8372788188652,15.765517148316297,205.15994158449868,220.0,235.0,220.0,235.0,1.1366391899598262e9,7.324094662876161e9,tumor_dominant
B,0.1,4.2169874719003627e-7,4339.639551039938,9.743365247093169e6,9.743614997992232e6,6.988720159808584,487206.52180306386,716.8673832673621,15.766177789373929,205.16857208121976,230.0,245.0,230.0,245.0,1.0316458878089732e9,7.218838734552954e9,tumor_dominant
B,0.1,4.427190154051293e-7,4093.002417916348,9.74233484173402e6,9.74318361690715e6,6.988700931775354,487184.9947186423,716.8989924408706,15.766871427068931,205.1776339823555,245.0,260.0,245.0,260.0,9.063443056877571e8,7.093256803882863e9,tumor_dominant
B,0.1,4.6478707349102155e-7,3854.030805133162,9.738974081293419e6,9.742730711925168e6,6.9886807434371505,487162.3935314769,716.9321817668626,15.767599552271975,205.18714904017952,260.0,275.0,260.0,275.0,7.539792594750143e8,6.940572985970324e9,tumor_dominant
B,0.1,4.879551502585967e-7,3622.9254473740143,9.718315889740681e6,9.742255208002444e6,6.98865954673632,487138.6645936645,716.9670304759026,15.768363874435483,205.19713999264016,280.0,295.0,280.0,295.0,5.643489902926798e8,6.750424250745643e9,tumor_dominant
B,0.1,5.122780779497939e-7,3399.8514269510383,9.485508891569331e6,9.741755976287441e6,6.988637291200255,487113.7515721168,717.0036217956707,15.769166533935593,205.20763045201025,305.0,320.0,305.0,320.0,3.22748566821536e8,6.505999250041771e9,tumor_dominant
